536 | 290.4 | 197.6 | 56.8 | 0 | 0 | 0 | 0
533.223 | 291.788 | 197.678 | 54.7174 | -0.66116 | 0.33058 | 3.92157e-08 | -0.495867
532.75 | 290.125 | 197.745 | 56.263 | -0.58165 | -0.511029 | 1.06418e-07 | 0.36563
532.041 | 291.42 | 197.71 | 53.7312 | -0.626487 | 0.122999 | 5.27805e-08 | -0.651567
532.46 | 290.681 | 197.705 | 52.8686 | -0.325663 | -0.1251 | 4.2626e-08 | -0.712276
532.619 | 288.695 | 197.658 | 56.1204 | -0.208875 | -0.57333 | -7.94835e-08 | 0.242544
532.128 | 289.137 | 197.607 | 54.4655 | -0.263744 | -0.375508 | -2.36864e-07 | -0.127071
530.846 | 287.119 | 197.607 | 56.0505 | -0.440782 | -0.66091 | -2.38609e-07 | 0.170452
530.402 | 286.419 | 197.606 | 56.6118 | -0.441321 | -0.66693 | -2.40641e-07 | 0.230531
532.403 | 288.334 | 197.489 | 54.6667 | -0.0988078 | -0.304796 | -8.14222e-07 | -0.0745928
532.641 | 288.009 | 197.436 | 55.549 | -0.0527586 | -0.307509 | -1.10477e-06 | 0.0560648
532.196 | 286.834 | 197.449 | 56.402 | -0.103623 | -0.420065 | -1.02437e-06 | 0.159373
532.561 | 286.405 | 197.395 | 57.2496 | -0.0459997 | -0.421171 | -1.38712e-06 | 0.243949
532.175 | 286.258 | 197.345 | 57.5638 | -0.0858839 | -0.38892 | -1.76259e-06 | 0.252193
530.446 | 287.276 | 197.298 | 57.1454 | -0.273347 | -0.228473 | -2.14621e-06 | 0.175688
529.793 | 287.679 | 197.324 | 56.4456 | -0.316413 | -0.156851 | -1.91078e-06 | 0.0763799
531.154 | 286.244 | 197.206 | 57.7704 | -0.124812 | -0.302783 | -3.0432e-06 | 0.218992
530.616 | 287.292 | 197.169 | 57.7339 | -0.170747 | -0.152505 | -3.42192e-06 | 0.190568
530.416 | 285.596 | 197.136 | 59.8212 | -0.174059 | -0.322677 | -3.79547e-06 | 0.399711
530.345 | 285.486 | 197.105 | 60.0772 | -0.163128 | -0.300183 | -4.16173e-06 | 0.38448
531.373 | 287.554 | 197.077 | 58.5867 | -0.0382595 | -0.0520211 | -4.51892e-06 | 0.187986
529.653 | 286.771 | 197.2 | 60.6495 | -0.219789 | -0.130929 | -2.86086e-06 | 0.390326
531.625 | 285.442 | 197.162 | 61.9253 | 0.0112947 | -0.257193 | -3.39468e-06 | 0.483675
532.394 | 285.976 | 197.054 | 61.8824 | 0.0893225 | -0.175713 | -5.04401e-06 | 0.429428
532.166 | 287.242 | 197.03 | 61.3207 | 0.0566038 | -0.0267219 | -5.42507e-06 | 0.327038
534.712 | 286.151 | 197.008 | 62.1434 | 0.318765 | -0.138853 | -5.78985e-06 | 0.379249
534.094 | 285.219 | 196.988 | 62.4424 | 0.22027 | -0.222314 | -6.13812e-06 | 0.370802
535.42 | 284.868 | 196.971 | 62.5422 | 0.336626 | -0.235868 | -6.46983e-06 | 0.342282
536.442 | 284.742 | 196.955 | 60.9896 | 0.409124 | -0.224175 | -6.78504e-06 | 0.141883
536.817 | 285.769 | 196.713 | 59.3165 | 0.40541 | -0.087535 | -1.17272e-05 | -0.0564377
537.475 | 285.092 | 196.721 | 60.2893 | 0.434092 | -0.154486 | -1.15504e-05 | 0.0605852
538.233 | 284.32 | 196.728 | 61.1739 | 0.470592 | -0.224169 | -1.13833e-05 | 0.153486
537.978 | 284.033 | 196.811 | 62.0323 | 0.39058 | -0.23109 | -9.465e-06 | 0.231281
539.964 | 281.833 | 196.81 | 62.3531 | 0.562875 | -0.44381 | -9.49034e-06 | 0.240951
541.232 | 280.476 | 196.809 | 62.4665 | 0.638411 | -0.541531 | -9.51413e-06 | 0.227302
541.692 | 277.872 | 196.808 | 62.5005 | 0.619378 | -0.762232 | -9.53645e-06 | 0.206616
543.424 | 276.906 | 196.807 | 59.3439 | 0.738737 | -0.784141 | -9.55737e-06 | -0.154474
544.053 | 274.425 | 196.807 | 57.5815 | 0.726334 | -0.976932 | -9.57692e-06 | -0.337157
544.255 | 270.858 | 196.806 | 58.022 | 0.664012 | -1.28463 | -9.59518e-06 | -0.244743
545.372 | 269.059 | 196.805 | 57.6594 | 0.71759 | -1.3455 | -9.61224e-06 | -0.258689
540.965 | 268.438 | 197.337 | 58.0666 | 0.114421 | -1.26031 | 6.77266e-06 | -0.180304
541.425 | 267.723 | 197.286 | 57.1663 | 0.154287 | -1.19726 | 5.14895e-06 | -0.263564
540.525 | 263.238 | 197.392 | 58.9702 | 0.0319735 | -1.57881 | 8.61648e-06 | -0.0236271
540.192 | 261.62 | 197.488 | 58.063 | -0.00886659 | -1.58313 | 1.18477e-05 | -0.122366
537.403 | 258.949 | 197.727 | 57.7143 | -0.320212 | -1.70499 | 2.01353e-05 | -0.147722
535.301 | 256.949 | 197.943 | 57.0576 | -0.520761 | -1.73819 | 2.78463e-05 | -0.205023
532.93 | 255.736 | 198.139 | 57.8826 | -0.731314 | -1.67845 | 3.50155e-05 | -0.0878493
533.123 | 255.339 | 198.088 | 58.194 | -0.62781 | -1.53503 | 3.30859e-05 | -0.0431594
531.112 | 255.253 | 198.118 | 57.7873 | -0.780623 | -1.37483 | 3.42325e-05 | -0.0833367
529.847 | 255.284 | 198.144 | 57.6351 | -0.83439 | -1.21896 | 3.52964e-05 | -0.0909762
526.752 | 255.347 | 198.169 | 58.111 | -1.08568 | -1.0765 | 3.62829e-05 | -0.0279483
518.236 | 255.939 | 198.952 | 58.2921 | -1.90453 | -0.89264 | 6.88326e-05 | -0.00491193
517.169 | 257.259 | 199.128 | 57.8338 | -1.81286 | -0.650213 | 7.63137e-05 | -0.0545796
513.662 | 258.856 | 199.668 | 58.1905 | -1.99967 | -0.402343 | 9.98101e-05 | -0.00920101
512.941 | 258.418 | 199.395 | 60.9645 | -1.85926 | -0.406212 | 8.766e-05 | 0.296558
510.64 | 259.819 | 199.605 | 59.4062 | -1.90544 | -0.217316 | 9.72096e-05 | 0.102716
508.248 | 260.926 | 199.795 | 61.4248 | -1.95726 | -0.0763056 | 0.000106038 | 0.30677
507.403 | 262.901 | 199.814 | 62.1667 | -1.84149 | 0.13703 | 0.000106965 | 0.352036
507.154 | 265.234 | 199.528 | 62.4412 | -1.67781 | 0.362756 | 9.30565e-05 | 0.344062
500.841 | 267.695 | 200.334 | 62.5329 | -2.15495 | 0.578752 | 0.000132946 | 0.318085
502.173 | 266.519 | 200.531 | 65.18 | -1.79297 | 0.396619 | 0.000142868 | 0.559852
501.169 | 268.651 | 200.633 | 65.1322 | -1.71377 | 0.570933 | 0.000148104 | 0.49882
499.811 | 271.562 | 200.801 | 65.6107 | -1.67786 | 0.80677 | 0.000156925 | 0.496773
497.262 | 275.264 | 201.106 | 65.2531 | -1.76623 | 1.10046 | 0.000173196 | 0.410122
498.455 | 278.753 | 200.848 | 65.0961 | -1.46042 | 1.34728 | 0.000159178 | 0.351513
497.393 | 280.56 | 200.768 | 65.5478 | -1.41855 | 1.39567 | 0.000154703 | 0.362046
495.991 | 283.822 | 201.075 | 65.7066 | -1.41676 | 1.59269 | 0.00017206 | 0.340578
497.088 | 286.062 | 201.049 | 66.279 | -1.15016 | 1.66137 | 0.000170554 | 0.365166
495.978 | 289.478 | 201.33 | 65.435 | -1.14582 | 1.84708 | 0.000186956 | 0.237221
496.662 | 292.3 | 201.585 | 60.3368 | -0.948804 | 1.95206 | 0.000202049 | -0.337474
495.909 | 294.353 | 201.586 | 59.9998 | -0.925776 | 1.96393 | 0.000202137 | -0.337424
497.271 | 297.176 | 201.816 | 58.817 | -0.648958 | 2.06787 | 0.00021624 | -0.439685
499.968 | 300.828 | 201.643 | 57.8548 | -0.23821 | 2.26228 | 0.000205455 | -0.503829
500.988 | 305.316 | 201.64 | 57.5184 | -0.0829192 | 2.53718 | 0.000205192 | -0.483146
504.05 | 309.559 | 201.636 | 55.2698 | 0.30252 | 2.74626 | 0.000204948 | -0.699477
505.199 | 310.469 | 201.48 | 56.0835 | 0.408603 | 2.51614 | 0.000194769 | -0.509843
507.202 | 315.528 | 201.34 | 54.7913 | 0.60361 | 2.82709 | 0.000185418 | -0.605519
510.63 | 315.153 | 201.212 | 59.7172 | 0.949394 | 2.43502 | 0.000176828 | 0.0717248
512.367 | 319.144 | 201.173 | 59.9251 | 1.03626 | 2.6067 | 0.000174145 | 0.0867465
515.108 | 321.652 | 201.214 | 60.5294 | 1.21807 | 2.59612 | 0.00017696 | 0.141928
517.687 | 325.66 | 200.794 | 60.231 | 1.36087 | 2.74431 | 0.000147409 | 0.0956994
518.621 | 330.775 | 200.947 | 59.0566 | 1.31573 | 2.99503 | 0.000158311 | -0.0386289
519.979 | 334.188 | 201.085 | 59.6702 | 1.32032 | 3.04059 | 0.000168312 | 0.0323386
523.078 | 339.581 | 201.058 | 58.8448 | 1.51386 | 3.29646 | 0.000166319 | -0.0609917
523.137 | 342.56 | 201.339 | 57.9981 | 1.35311 | 3.26147 | 0.000187123 | -0.147824
527.359 | 347.804 | 201.059 | 57.6837 | 1.67632 | 3.48481 | 0.00016606 | -0.166597
527.284 | 349.104 | 201.187 | 59.6984 | 1.47737 | 3.2365 | 0.000175796 | 0.0812639
527.217 | 352.641 | 201.531 | 59.9237 | 1.30835 | 3.26941 | 0.000202375 | 0.0970364
529.233 | 357.022 | 201.538 | 57.9015 | 1.3846 | 3.38935 | 0.000202889 | -0.131584
528.868 | 359.067 | 201.848 | 57.1216 | 1.18943 | 3.23936 | 0.000227503 | -0.203912
534.553 | 361.302 | 201.368 | 57.3726 | 1.70281 | 3.12468 | 0.000188931 | -0.151959
536.616 | 362.554 | 201.238 | 60.1226 | 1.74388 | 2.91131 | 0.000178349 | 0.178636
537.346 | 363.472 | 201.12 | 60.1053 | 1.63443 | 2.69632 | 0.000168655 | 0.157508
538.599 | 364.742 | 201.014 | 60.6161 | 1.59382 | 2.54453 | 0.000159777 | 0.195111
538.491 | 365.655 | 200.917 | 58.7035 | 1.41406 | 2.37209 | 0.000151647 | -0.0275504
537.835 | 365.342 | 200.983 | 58.492 | 1.18734 | 2.07807 | 0.000157183 | -0.0477018
537.549 | 364.093 | 201.041 | 58.4149 | 1.0233 | 1.70752 | 0.000162249 | -0.0509723
537.399 | 362.489 | 201.323 | 57.8581 | 0.892003 | 1.33715 | 0.000186807 | -0.10756
537.832 | 360.222 | 201.274 | 58.182 | 0.840193 | 0.930257 | 0.000182412 | -0.0588651
542.194 | 358.275 | 200.848 | 59.8928 | 1.23527 | 0.607555 | 0.00014443 | 0.13963
542.756 | 358.567 | 200.463 | 57.9188 | 1.16232 | 0.573377 | 0.000109681 | -0.0893733
539.701 | 357.044 | 200.495 | 57.6763 | 0.693432 | 0.340347 | 0.000112608 | -0.106396
540.133 | 354.872 | 200.524 | 56.5278 | 0.663963 | 0.0577077 | 0.000115284 | -0.223638
540.799 | 351.905 | 200.931 | 56.6353 | 0.664221 | -0.289936 | 0.000153199 | -0.18559
542.085 | 351.87 | 200.538 | 56.1512 | 0.735599 | -0.260572 | 0.000116176 | -0.219855
542.541 | 348.142 | 200.182 | 56.5096 | 0.703383 | -0.659619 | 8.23247e-05 | -0.153323
543.745 | 345.706 | 199.479 | 56.1204 | 0.760314 | -0.861626 | 1.4777e-05 | -0.180149
542.043 | 342.157 | 199.224 | 56.5115 | 0.480612 | -1.16699 | -9.99264e-06 | -0.11524
541.913 | 339.278 | 198.917 | 57.1921 | 0.411994 | -1.35937 | -4.0103e-05 | -0.02584
